symbol,score,tags,close
MAWANASUG.NS,40,"ABSORPTION,PHASE_D",105.55999755859376
MAZDOCK.NS,40,"ABSORPTION,PHASE_D",2703.89990234375
MCX.NS,40,"ABSORPTION,PHASE_D",2783.199951171875
MEDPLUS.NS,40,"ABSORPTION,PHASE_D",890.7000122070312
MENONBE.NS,40,"ABSORPTION,PHASE_D",125.79000091552734
MIDHANI.NS,40,"ABSORPTION,PHASE_D",385.8999938964844
MOIL.NS,40,"ABSORPTION,PHASE_D",326.20001220703125
MONARCH.NS,40,"ABSORPTION,PHASE_D",301.25
MOSCHIP.NS,40,"ABSORPTION,PHASE_D",205.75
MOTILALOFS.NS,40,"ABSORPTION,PHASE_D",811.2000122070312
MSPL.NS,40,"ABSORPTION,PHASE_D",34.86000061035156
DYCL.NS,40,"ABSORPTION,PHASE_D",348.3900146484375
FACT.NS,40,"ABSORPTION,PHASE_D",932.2000122070312
MAHSEAMLES.NS,40,"ABSORPTION,PHASE_D",664.5999755859375
MANINDS.NS,40,"ABSORPTION,PHASE_D",555.6500244140625
MANKIND.NS,40,"ABSORPTION,PHASE_D",2235.0
MANORAMA.NS,40,"ABSORPTION,PHASE_D",1455.5
EMIL.NS,40,"ABSORPTION,PHASE_D",108.98999786376952
STARHEALTH.NS,40,"ABSORPTION,PHASE_D",508.7999877929688
STEELCAS.NS,40,"ABSORPTION,PHASE_D",290.17999267578125
STERTOOLS.NS,40,"ABSORPTION,PHASE_D",261.8299865722656
STLTECH.NS,40,"ABSORPTION,PHASE_D",290.989990234375
STYLAMIND.NS,40,"ABSORPTION,PHASE_D",2243.5
SUNTV.NS,40,"ABSORPTION,PHASE_D",652.4500122070312
ASIANENE.NS,40,"ABSORPTION,PHASE_D",316.7699890136719
ASIANPAINT.NS,40,"ABSORPTION,PHASE_D",2562.89990234375
ASIANTILES.NS,40,"ABSORPTION,PHASE_D",75.41999816894531
ASKAUTOLTD.NS,40,"ABSORPTION,PHASE_D",442.7999877929688
LICHSGFIN.NS,40,"ABSORPTION,PHASE_D",559.0499877929688
LINDEINDIA.NS,40,"ABSORPTION,PHASE_D",7272.0
LLOYDSENT.NS,40,"ABSORPTION,PHASE_D",69.16000366210938
LLOYDSME.NS,40,"ABSORPTION,PHASE_D",1679.5
LUXIND.NS,40,"ABSORPTION,PHASE_D",1588.25
ATGL.NS,40,"ABSORPTION,PHASE_D",629.0999755859375
ATHERENERG.NS,40,"ABSORPTION,PHASE_D",905.5
AUBANK.NS,40,"ABSORPTION,PHASE_D",1043.199951171875
SURYODAY.NS,40,"ABSORPTION,PHASE_D",148.7899932861328
SUTLEJTEX.NS,40,"ABSORPTION,PHASE_D",37.0
SUVEN.NS,40,"ABSORPTION,PHASE_D",212.6199951171875
SYRMA.NS,40,"ABSORPTION,PHASE_D",997.75
TARSONS.NS,40,"ABSORPTION,PHASE_D",211.82000732421875
TATAPOWER.NS,40,"ABSORPTION,PHASE_D",436.0499877929688
TATASTEEL.NS,40,"ABSORPTION,PHASE_D",213.02999877929688
EPIGRAL.NS,40,"ABSORPTION,PHASE_D",1204.449951171875
KIRLPNU.NS,40,"ABSORPTION,PHASE_D",1354.9000244140625
KOKUYOCMLN.NS,40,"ABSORPTION,PHASE_D",89.4800033569336
KOLTEPATIL.NS,40,"ABSORPTION,PHASE_D",400.25
KOPRAN.NS,40,"ABSORPTION,PHASE_D",161.17999267578125
KOTARISUG.NS,40,"ABSORPTION,PHASE_D",27.850000381469727
KOTHARIPET.NS,40,"ABSORPTION,PHASE_D",138.00999450683594
KPEL.NS,40,"ABSORPTION,PHASE_D",353.6000061035156
FEDERALBNK.NS,40,"ABSORPTION,PHASE_D",296.45001220703125
FINCABLES.NS,40,"ABSORPTION,PHASE_D",975.7999877929688
FLAIR.NS,40,"ABSORPTION,PHASE_D",328.8500061035156
FOCUS.NS,40,"ABSORPTION,PHASE_D",80.01000213623047
KPIL.NS,40,"ABSORPTION,PHASE_D",1266.0
KRISHANA.NS,40,"ABSORPTION,PHASE_D",638.5
KSB.NS,40,"ABSORPTION,PHASE_D",996.0
KSCL.NS,40,"ABSORPTION,PHASE_D",935.1500244140624
KTKBANK.NS,40,"ABSORPTION,PHASE_D",250.63999938964844
GABRIEL.NS,40,"ABSORPTION,PHASE_D",1031.8499755859375
GAIL.NS,40,"ABSORPTION,PHASE_D",166.1199951171875
TDPOWERSYS.NS,40,"ABSORPTION,PHASE_D",1062.699951171875
ARVIND.NS,40,"ABSORPTION,PHASE_D",392.0499877929688
ARVSMART.NS,40,"ABSORPTION,PHASE_D",603.5499877929688
TECHNOE.NS,40,"ABSORPTION,PHASE_D",1250.0
